N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;GPC_DOM;QRESIDUOS_DOM;QRESIDUOS_NO_DOM;QRESIDUOS_MUN;PERIODO
1;10101;SELVA;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;28423;27548;875;0.48;4857.5;2081.78;6939.28;2014
2;10102;SELVA;AMAZONAS;CHACHAPOYAS;ASUNCION;291;151;140;0.61;33.56;14.38;47.95;2014
3;10103;SIERRA;AMAZONAS;CHACHAPOYAS;BALSAS;1615;299;1316;0.45;48.96;20.98;69.95;2014
4;10104;SIERRA;AMAZONAS;CHACHAPOYAS;CHETO;597;388;209;0.45;63.59;27.25;90.84;2014
5;10105;SIERRA;AMAZONAS;CHACHAPOYAS;CHILIQUIN;737;197;540;0.45;32.38;13.88;46.26;2014
6;10106;SIERRA;AMAZONAS;CHACHAPOYAS;CHUQUIBAMBA;2096;630;1466;0.45;103.25;44.25;147.5;2014
7;10107;SELVA;AMAZONAS;CHACHAPOYAS;GRANADA;395;133;262;0.61;29.46;12.63;42.09;2014
8;10108;SIERRA;AMAZONAS;CHACHAPOYAS;HUANCAS;1240;1231;9;0.45;201.84;86.5;288.34;2014
9;10109;SELVA;AMAZONAS;CHACHAPOYAS;LA JALCA;5551;2442;3109;0.61;542.65;232.56;775.22;2014
10;10110;SELVA;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;4200;1991;2209;0.61;442.34;189.58;631.92;2014
11;10111;SIERRA;AMAZONAS;CHACHAPOYAS;LEVANTO;893;458;435;0.45;75.16;32.21;107.37;2014
12;10112;SELVA;AMAZONAS;CHACHAPOYAS;MAGDALENA;815;643;172;0.61;142.82;61.21;204.03;2014
13;10113;SELVA;AMAZONAS;CHACHAPOYAS;MARISCAL CASTILLA;1034;498;536;0.61;110.62;47.41;158.03;2014
14;10114;SIERRA;AMAZONAS;CHACHAPOYAS;MOLINOPAMPA;2737;720;2017;0.56;147.94;63.4;211.35;2014
15;10115;SELVA;AMAZONAS;CHACHAPOYAS;MONTEVIDEO;608;545;63;0.61;121.03;51.87;172.89;2014
16;10116;SELVA;AMAZONAS;CHACHAPOYAS;OLLEROS;365;107;258;0.61;23.76;10.18;33.94;2014
17;10117;SELVA;AMAZONAS;CHACHAPOYAS;QUINJALCA;865;132;733;0.61;29.43;12.61;42.04;2014
18;10118;SELVA;AMAZONAS;CHACHAPOYAS;SAN FRANCISCO DE DAGUAS;347;262;85;0.61;58.21;24.95;83.16;2014
19;10119;SELVA;AMAZONAS;CHACHAPOYAS;SAN ISIDRO DE MAINO;712;491;221;0.61;109.09;46.75;155.84;2014
20;10120;SELVA;AMAZONAS;CHACHAPOYAS;SOLOCO;1346;284;1062;0.61;63.08;27.03;90.11;2014
21;10121;SELVA;AMAZONAS;CHACHAPOYAS;SONCHE;224;100;124;0.61;22.27;9.54;31.81;2014
22;10201;SELVA;AMAZONAS;BAGUA;BAGUA ;26017;23083;2934;0.49;4099.31;1756.85;5856.16;2014
23;10202;SELVA;AMAZONAS;BAGUA;ARAMANGO;11221;2606;8615;0.58;551.62;236.41;788.03;2014
24;10203;SELVA;AMAZONAS;BAGUA;COPALLIN;6389;1933;4456;0.61;429.47;184.06;613.53;2014
25;10204;SELVA;AMAZONAS;BAGUA;EL PARCO;1466;749;717;0.61;166.46;71.34;237.8;2014
26;10205;SELVA;AMAZONAS;BAGUA;IMAZA;24029;3140;20889;0.61;697.83;299.07;996.9;2014
27;10206;SELVA;AMAZONAS;BAGUA;LA PECA ;8013;4549;3464;0.45;747.16;320.21;1067.37;2014
28;10301;SELVA;AMAZONAS;BONGARA;JUMBILLA;1744;1539;205;0.73;410.19;175.8;585.99;2014
29;10302;SELVA;AMAZONAS;BONGARA;CHISQUILLA;341;138;203;0.61;30.66;13.14;43.8;2014
30;10303;SELVA;AMAZONAS;BONGARA;CHURUJA;273;249;24;0.61;55.31;23.7;79.02;2014
31;10304;SELVA;AMAZONAS;BONGARA;COROSHA;990;139;851;0.61;30.9;13.24;44.14;2014
32;10305;SELVA;AMAZONAS;BONGARA;CUISPES;891;415;476;0.61;92.16;39.5;131.66;2014
33;10306;SELVA;AMAZONAS;BONGARA;FLORIDA;8257;4755;3502;0.56;971.96;416.56;1388.52;2014
34;10307;SELVA;AMAZONAS;BONGARA;JAZAN;9253;7585;1668;0.46;1273.52;545.79;1819.31;2014
35;10308;SELVA;AMAZONAS;BONGARA;RECTA;211;73;138;0.61;16.24;6.96;23.2;2014
36;10309;SELVA;AMAZONAS;BONGARA;SAN CARLOS;327;263;64;0.61;58.41;25.03;83.44;2014
37;10310;SELVA;AMAZONAS;BONGARA;SHIPASBAMBA;1744;1018;726;0.61;226.21;96.95;323.15;2014
38;10311;SELVA;AMAZONAS;BONGARA;VALERA;1295;437;858;0.61;97.14;41.63;138.77;2014
39;10312;SELVA;AMAZONAS;BONGARA;YAMBRASBAMBA;8070;2983;5087;0.61;662.93;284.11;947.04;2014
40;10401;SELVA;AMAZONAS;CONDORCANQUI;NIEVA ;28116;4147;23969;0.59;892.99;382.71;1275.7;2014
41;10402;SELVA;AMAZONAS;CONDORCANQUI;EL CENEPA ;9513;1216;8297;0.61;270.16;115.78;385.95;2014
42;10403;SELVA;AMAZONAS;CONDORCANQUI;RIO SANTIAGO;16282;2709;13573;0.61;601.86;257.94;859.79;2014
43;10501;SIERRA;AMAZONAS;LUYA;LAMUD;2330;2020;310;0.66;486.51;208.5;695.01;2014
44;10502;SELVA;AMAZONAS;LUYA;CAMPORREDONDO;7006;4431;2575;0.61;984.66;422;1406.66;2014
45;10503;SELVA;AMAZONAS;LUYA;COCABAMBA;2492;359;2133;0.61;79.85;34.22;114.07;2014
46;10504;SIERRA;AMAZONAS;LUYA;COLCAMAR;2326;1354;972;0.45;222.02;95.15;317.17;2014
47;10505;SELVA;AMAZONAS;LUYA;CONILA;2102;1233;869;0.61;274.09;117.47;391.56;2014
48;10506;SIERRA;AMAZONAS;LUYA;INGUILPATA;622;367;255;0.45;60.26;25.83;86.09;2014
49;10507;SELVA;AMAZONAS;LUYA;LONGUITA;1132;237;895;0.61;52.65;22.56;75.21;2014
50;10508;SIERRA;AMAZONAS;LUYA;LONYA CHICO;997;327;670;0.45;53.67;23;76.67;2014
51;10509;SIERRA;AMAZONAS;LUYA;LUYA;4422;2319;2103;0.57;482.48;206.78;689.26;2014
52;10510;SIERRA;AMAZONAS;LUYA;LUYA VIEJO;479;479;0;0.45;78.55;33.67;112.22;2014
53;10511;SELVA;AMAZONAS;LUYA;MARIA;938;502;436;0.61;111.65;47.85;159.5;2014
54;10512;SELVA;AMAZONAS;LUYA;OCALLI;4180;1589;2591;0.61;353.12;151.34;504.46;2014
55;10513;SELVA;AMAZONAS;LUYA;OCUMAL;4163;691;3472;0.61;153.65;65.85;219.5;2014
56;10514;SIERRA;AMAZONAS;LUYA;PISUQUIA;6065;274;5791;0.45;44.86;19.23;64.09;2014
57;10515;SIERRA;AMAZONAS;LUYA;PROVIDENCIA;1539;282;1257;0.45;46.19;19.8;65.98;2014
58;10516;SIERRA;AMAZONAS;LUYA;SAN CRISTOBAL;700;493;207;0.45;80.86;34.65;115.51;2014
59;10517;SIERRA;AMAZONAS;LUYA;SAN FRANCISCO DEL YESO;826;386;440;0.45;63.37;27.16;90.53;2014
60;10518;SIERRA;AMAZONAS;LUYA;SAN JERONIMO;909;350;559;0.45;57.46;24.62;82.08;2014
61;10519;SELVA;AMAZONAS;LUYA;SAN JUAN DE LOPECANCHA;524;78;446;0.61;17.27;7.4;24.67;2014
62;10520;SIERRA;AMAZONAS;LUYA;SANTA CATALINA;1888;470;1418;0.45;77.13;33.06;110.19;2014
63;10521;SELVA;AMAZONAS;LUYA;SANTO TOMAS;3619;1091;2528;0.61;242.35;103.86;346.21;2014
64;10522;SIERRA;AMAZONAS;LUYA;TINGO;1352;703;649;0.45;115.25;49.39;164.64;2014
65;10523;SIERRA;AMAZONAS;LUYA;TRITA;1378;824;554;0.45;135.06;57.88;192.95;2014
66;10601;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;5255;3646;1609;0.61;810.18;347.22;1157.4;2014
67;10602;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;CHIRIMOTO;2048;117;1931;0.61;25.94;11.12;37.06;2014
68;10603;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;COCHAMAL;519;412;107;0.61;91.63;39.27;130.9;2014
69;10604;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;2711;582;2129;0.61;129.31;55.42;184.72;2014
70;10605;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;2999;648;2351;0.61;143.98;61.71;205.68;2014
71;10606;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;1667;913;754;0.61;202.92;86.96;289.88;2014
72;10607;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES;1417;879;538;0.61;195.32;83.71;279.03;2014
73;10608;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;MILPUC;622;358;264;0.61;79.51;34.08;113.58;2014
74;10609;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;9364;802;8562;0.61;178.19;76.37;254.56;2014
75;10610;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;SANTA ROSA;480;135;345;0.61;30.02;12.87;42.89;2014
76;10611;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;TOTORA;462;125;337;0.61;27.87;11.94;39.81;2014
77;10612;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;VISTA ALEGRE;3342;709;2633;0.61;157.63;67.55;225.18;2014
78;10701;SIERRA;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;53335;33246;20089;0.56;6830.54;2927.38;9757.92;2014
79;10702;SELVA;AMAZONAS;UTCUBAMBA;CAJARURO ;28523;8730;19793;0.61;1939.93;831.4;2771.32;2014
80;10703;SIERRA;AMAZONAS;UTCUBAMBA;CUMBA;8955;2719;6236;0.56;555.78;238.19;793.97;2014
81;10704;SIERRA;AMAZONAS;UTCUBAMBA;EL MILAGRO;6376;1696;4680;0.45;278.08;119.18;397.25;2014
82;10705;SIERRA;AMAZONAS;UTCUBAMBA;JAMALCA;8216;1506;6710;0.45;247.03;105.87;352.9;2014
83;10706;SELVA;AMAZONAS;UTCUBAMBA;LONYA GRANDE;10374;3409;6965;0.61;757.49;324.64;1082.13;2014
84;10707;SIERRA;AMAZONAS;UTCUBAMBA;YAMON;2935;559;2376;0.45;91.74;39.32;131.06;2014
85;20101;SIERRA;ANCASH;HUARAZ;HUARAZ;63327;56780;6547;0.55;11398.52;4885.08;16283.61;2014
86;20102;SIERRA;ANCASH;HUARAZ;COCHABAMBA;2006;461;1545;0.45;75.53;32.37;107.9;2014
87;20103;SIERRA;ANCASH;HUARAZ;COLCABAMBA;783;430;353;0.45;70.59;30.25;100.85;2014
88;20104;SIERRA;ANCASH;HUARAZ;HUANCHAY;2324;367;1957;0.45;60.26;25.83;86.09;2014
89;20105;SIERRA;ANCASH;HUARAZ;INDEPENDENCIA;72423;58251;14172;0.5;10736.43;4601.33;15337.75;2014
90;20106;SIERRA;ANCASH;HUARAZ;JANGAS;4932;1976;2956;0.45;324.04;138.87;462.91;2014
91;20107;SIERRA;ANCASH;HUARAZ;LA LIBERTAD;1183;314;869;0.45;51.53;22.09;73.62;2014
92;20108;SIERRA;ANCASH;HUARAZ;OLLEROS;2285;1232;1053;0.38;170.93;73.25;244.18;2014
93;20109;SIERRA;ANCASH;HUARAZ;PAMPAS;1211;381;830;0.45;62.46;26.77;89.23;2014
94;20110;SIERRA;ANCASH;HUARAZ;PARIACOTO;4697;1371;3326;0.45;224.79;96.34;321.13;2014
95;20111;SIERRA;ANCASH;HUARAZ;PIRA;3792;502;3290;0.45;82.31;35.28;117.59;2014
96;20112;SIERRA;ANCASH;HUARAZ;TARICA;5805;1636;4169;0.38;226.89;97.24;324.13;2014
97;20201;SIERRA;ANCASH;AIJA;AIJA;1903;994;909;0.45;163.09;69.9;232.98;2014
98;20202;SIERRA;ANCASH;AIJA;CORIS;2234;477;1757;0.45;78.25;33.53;111.78;2014
99;20203;SIERRA;ANCASH;AIJA;HUACLLAN;611;365;246;0.45;59.83;25.64;85.47;2014
100;20204;SIERRA;ANCASH;AIJA;LA MERCED;2251;291;1960;0.45;47.68;20.43;68.11;2014
101;20205;SIERRA;ANCASH;AIJA;SUCCHA;853;351;502;0.45;57.5;24.64;82.14;2014
102;20301;SIERRA;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;3643;1710;1933;0.45;280.47;120.2;400.68;2014
103;20302;SIERRA;ANCASH;ANTONIO RAYMONDI;ACZO;2212;432;1780;0.45;70.78;30.33;101.11;2014
104;20303;SIERRA;ANCASH;ANTONIO RAYMONDI;CHACCHO;1753;529;1224;0.45;86.68;37.15;123.82;2014
105;20304;SIERRA;ANCASH;ANTONIO RAYMONDI;CHINGAS;1962;690;1272;0.45;113.09;48.47;161.56;2014
106;20305;SIERRA;ANCASH;ANTONIO RAYMONDI;MIRGAS;5348;668;4680;0.45;109.57;46.96;156.52;2014
107;20306;SIERRA;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;1645;227;1418;0.45;37.19;15.94;53.12;2014
108;20401;SIERRA;ANCASH;ASUNCIÓN;CHACAS;5568;2173;3395;0.45;356.41;152.75;509.16;2014
109;20402;SIERRA;ANCASH;ASUNCIÓN;ACOCHACA;3301;195;3106;0.45;32.01;13.72;45.74;2014
110;20501;SIERRA;ANCASH;BOLOGNESI;CHIQUIAN;3723;3387;336;0.45;555.42;238.04;793.45;2014
111;20502;SIERRA;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;1129;811;318;0.45;132.99;57;189.98;2014
112;20503;SIERRA;ANCASH;BOLOGNESI;ANTONIO RAYMONDI;1099;306;793;0.45;50.16;21.5;71.65;2014
113;20504;SIERRA;ANCASH;BOLOGNESI;AQUIA;2574;1332;1242;0.45;218.44;93.62;312.05;2014
114;20505;SIERRA;ANCASH;BOLOGNESI;CAJACAY;1623;612;1011;0.45;100.4;43.03;143.43;2014
115;20506;SIERRA;ANCASH;BOLOGNESI;CANIS;1166;1117;49;0.45;183.19;78.51;261.7;2014
116;20507;COSTA;ANCASH;BOLOGNESI;COLQUIOC;3896;2002;1894;0.46;338.99;145.28;484.28;2014
117;20508;SIERRA;ANCASH;BOLOGNESI;HUALLANCA;8288;4852;3436;0.45;795.66;341;1136.66;2014
118;20509;SIERRA;ANCASH;BOLOGNESI;HUASTA;2563;1702;861;0.45;279.05;119.59;398.64;2014
119;20510;SIERRA;ANCASH;BOLOGNESI;HUAYLLACAYAN;1133;229;904;0.45;37.57;16.1;53.67;2014
120;20511;SIERRA;ANCASH;BOLOGNESI;LA PRIMAVERA;878;668;210;0.45;109.58;46.96;156.54;2014
121;20512;SIERRA;ANCASH;BOLOGNESI;MANGAS;572;457;115;0.45;74.98;32.13;107.11;2014
122;20513;SIERRA;ANCASH;BOLOGNESI;PACLLON;1706;1478;228;0.45;242.45;103.91;346.36;2014
123;20514;SIERRA;ANCASH;BOLOGNESI;SAN MIGUEL DE CORPANQUI;1176;904;272;0.45;148.18;63.5;211.68;2014
124;20515;SIERRA;ANCASH;BOLOGNESI;TICLLOS;1213;1139;74;0.45;186.72;80.02;266.74;2014
125;20601;SIERRA;ANCASH;CARHUAZ;CARHUAZ;15230;7971;7259;0.45;1307.1;560.19;1867.29;2014
126;20602;SIERRA;ANCASH;CARHUAZ;ACOPAMPA;2647;920;1727;0.45;150.92;64.68;215.6;2014
127;20603;SIERRA;ANCASH;CARHUAZ;AMASHCA;1598;708;890;0.45;116.15;49.78;165.93;2014
128;20604;SIERRA;ANCASH;CARHUAZ;ANTA;2491;646;1845;0.45;105.92;45.39;151.32;2014
129;20605;SIERRA;ANCASH;CARHUAZ;ATAQUERO;1399;257;1142;0.45;42.12;18.05;60.17;2014
130;20606;SIERRA;ANCASH;CARHUAZ;MARCARA;9258;1378;7880;0.45;225.96;96.84;322.8;2014
131;20607;SIERRA;ANCASH;CARHUAZ;PARIAHUANCA;1602;575;1027;0.45;94.34;40.43;134.77;2014
132;20608;SIERRA;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;2736;345;2391;0.45;56.61;24.26;80.88;2014
133;20609;SIERRA;ANCASH;CARHUAZ;SHILLA;3319;1313;2006;0.45;215.39;92.31;307.7;2014
134;20610;SIERRA;ANCASH;CARHUAZ;TINCO;3215;1201;2014;0.45;196.97;84.42;281.39;2014
135;20611;SIERRA;ANCASH;CARHUAZ;YUNGAR;3391;639;2752;0.45;104.74;44.89;149.63;2014
136;20701;SIERRA;ANCASH;CARLOS F. FITZCARRALD;SAN LUIS;12565;2323;10242;0.45;380.91;163.25;544.16;2014
137;20702;SIERRA;ANCASH;CARLOS F. FITZCARRALD;SAN NICOLAS;3780;573;3207;0.45;94.04;40.3;134.35;2014
138;20703;SIERRA;ANCASH;CARLOS F. FITZCARRALD;YAUYA;5521;594;4927;0.45;97.42;41.75;139.18;2014
139;20801;COSTA;ANCASH;CASMA;CASMA;32430;27943;4487;0.87;8917.63;3821.84;12739.48;2014
140;20802;COSTA;ANCASH;CASMA;BUENA VISTA ALTA;4196;1088;3108;0.46;184.22;78.95;263.17;2014
141;20803;COSTA;ANCASH;CASMA;COMANDANTE NOEL;2065;996;1069;0.46;168.68;72.29;240.97;2014
142;20804;COSTA;ANCASH;CASMA;YAUTAN;8312;2872;5440;0.45;471.73;202.17;673.9;2014
143;20901;SIERRA;ANCASH;CORONGO;CORONGO;1543;1116;427;0.45;182.98;78.42;261.4;2014
144;20902;SIERRA;ANCASH;CORONGO;ACO;472;247;225;0.45;40.48;17.35;57.83;2014
145;20903;SIERRA;ANCASH;CORONGO;BAMBAS;535;170;365;0.45;27.9;11.96;39.86;2014
146;20904;SIERRA;ANCASH;CORONGO;CUSCA;2934;519;2415;0.45;85.13;36.49;121.62;2014
147;20905;SIERRA;ANCASH;CORONGO;LA PAMPA;1052;775;277;0.45;127.02;54.44;181.45;2014
148;20906;SIERRA;ANCASH;CORONGO;YANAC;717;299;418;0.45;48.95;20.98;69.93;2014
149;20907;SIERRA;ANCASH;CORONGO;YUPAN;972;882;90;0.45;144.7;62.01;206.71;2014
150;21001;SIERRA;ANCASH;HUARI;HUARI;10262;5087;5175;0.44;816.93;350.11;1167.04;2014
151;21002;SIERRA;ANCASH;HUARI;ANRA;1650;381;1269;0.45;62.54;26.8;89.34;2014
152;21003;SIERRA;ANCASH;HUARI;CAJAY;2697;569;2128;0.45;93.35;40.01;133.36;2014
153;21004;SIERRA;ANCASH;HUARI;CHAVIN DE HUANTAR;9250;2142;7108;0.45;351.19;150.51;501.7;2014
154;21005;SIERRA;ANCASH;HUARI;HUACACHI;1915;752;1163;0.45;123.33;52.85;176.18;2014
155;21006;SIERRA;ANCASH;HUARI;HUACCHIS;2083;1419;664;0.45;232.72;99.74;332.45;2014
156;21007;SIERRA;ANCASH;HUARI;HUACHIS;3559;1208;2351;0.45;198.17;84.93;283.1;2014
157;21008;SIERRA;ANCASH;HUARI;HUANTAR;3054;872;2182;0.45;142.93;61.25;204.18;2014
158;21009;SIERRA;ANCASH;HUARI;MASIN;1743;690;1053;0.45;113.13;48.49;161.62;2014
159;21010;SIERRA;ANCASH;HUARI;PAUCAS;1896;1488;408;0.45;243.98;104.56;348.54;2014
160;21011;SIERRA;ANCASH;HUARI;PONTO;3382;746;2636;0.45;122.36;52.44;174.8;2014
161;21012;SIERRA;ANCASH;HUARI;RAHUAPAMPA;798;518;280;0.45;85;36.43;121.43;2014
162;21013;SIERRA;ANCASH;HUARI;RAPAYAN;1797;822;975;0.45;134.73;57.74;192.47;2014
163;21014;SIERRA;ANCASH;HUARI;SAN MARCOS;14693;4042;10651;0.45;662.81;284.06;946.87;2014
164;21015;SIERRA;ANCASH;HUARI;SAN PEDRO DE CHANA;2808;1015;1793;0.45;166.38;71.31;237.69;2014
165;21016;SIERRA;ANCASH;HUARI;UCO;1706;796;910;0.45;130.49;55.92;186.41;2014
166;21101;COSTA;ANCASH;HUARMEY;HUARMEY;24073;20401;3672;0.76;5694.03;2440.3;8134.33;2014
167;21102;COSTA;ANCASH;HUARMEY;COCHAPETI;788;229;559;0.46;38.7;16.59;55.29;2014
168;21103;COSTA;ANCASH;HUARMEY;CULEBRAS;3607;1943;1664;0.46;328.91;140.96;469.87;2014
169;21104;COSTA;ANCASH;HUARMEY;HUAYAN;1073;423;650;0.46;71.66;30.71;102.36;2014
170;21105;COSTA;ANCASH;HUARMEY;MALVAS;950;329;621;0.46;55.71;23.88;79.59;2014
171;21201;SIERRA;ANCASH;HUAYLAS;CARAZ;25986;14690;11296;0.75;4021.42;1723.47;5744.89;2014
172;21202;SIERRA;ANCASH;HUAYLAS;HUALLANCA;736;308;428;0.45;50.55;21.67;72.22;2014
173;21203;SIERRA;ANCASH;HUAYLAS;HUATA;1644;233;1411;0.45;38.2;16.37;54.58;2014
174;21204;SIERRA;ANCASH;HUAYLAS;HUAYLAS;1523;463;1060;0.45;75.96;32.55;108.51;2014
175;21205;SIERRA;ANCASH;HUAYLAS;MATO;2051;1049;1002;0.45;172.08;73.75;245.83;2014
176;21206;SIERRA;ANCASH;HUAYLAS;PAMPAROMAS;9129;436;8693;0.45;71.49;30.64;102.13;2014
177;21207;SIERRA;ANCASH;HUAYLAS;PUEBLO LIBRE;7180;392;6788;0.45;64.36;27.58;91.95;2014
178;21208;SIERRA;ANCASH;HUAYLAS;SANTA CRUZ;5147;352;4795;0.45;57.72;24.74;82.46;2014
179;21209;SIERRA;ANCASH;HUAYLAS;SANTO TORIBIO;1141;259;882;0.45;42.54;18.23;60.78;2014
180;21210;SIERRA;ANCASH;HUAYLAS;YURACMARCA;1795;476;1319;0.45;78.12;33.48;111.6;2014
181;21301;SIERRA;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;3771;1412;2359;0.45;231.56;99.24;330.8;2014
182;21302;SIERRA;ANCASH;MARISCAL LUZURIAGA;CASCA;4504;222;4282;0.45;36.41;15.6;52.01;2014
183;21303;SIERRA;ANCASH;MARISCAL LUZURIAGA;ELEAZAR GUZMAN BARRON;1378;211;1167;0.45;34.58;14.82;49.41;2014
184;21304;SIERRA;ANCASH;MARISCAL LUZURIAGA;FIDEL OLIVAS ESCUDERO;2269;213;2056;0.45;34.97;14.99;49.96;2014
185;21305;SIERRA;ANCASH;MARISCAL LUZURIAGA;LLAMA;1277;161;1116;0.45;26.33;11.28;37.61;2014
186;21306;SIERRA;ANCASH;MARISCAL LUZURIAGA;LLUMPA;6311;360;5951;0.45;59.03;25.3;84.33;2014
187;21307;SIERRA;ANCASH;MARISCAL LUZURIAGA;LUCMA;3254;149;3105;0.45;24.37;10.44;34.81;2014
188;21308;SIERRA;ANCASH;MARISCAL LUZURIAGA;MUSGA;1040;212;828;0.45;34.77;14.9;49.66;2014
189;21401;SIERRA;ANCASH;OCROS;OCROS;1070;654;416;0.45;107.2;45.94;153.14;2014
190;21402;SIERRA;ANCASH;OCROS;ACAS;1002;554;448;0.45;90.86;38.94;129.8;2014
191;21403;SIERRA;ANCASH;OCROS;CAJAMARQUILLA;558;548;10;0.45;89.8;38.49;128.29;2014
192;21404;SIERRA;ANCASH;OCROS;CARHUAPAMPA;822;653;169;0.45;107.02;45.86;152.88;2014
193;21405;COSTA;ANCASH;OCROS;COCHAS;1432;263;1169;0.46;44.45;19.05;63.5;2014
194;21406;SIERRA;ANCASH;OCROS;CONGAS;1230;849;381;0.45;139.29;59.69;198.98;2014
195;21407;SIERRA;ANCASH;OCROS;LLIPA;1603;1192;411;0.45;195.52;83.8;279.32;2014
196;21408;SIERRA;ANCASH;OCROS;SAN CRISTOBAL DE RAJAN;620;487;133;0.45;79.81;34.2;114.02;2014
197;21409;COSTA;ANCASH;OCROS;SAN PEDRO;1901;632;1269;0.46;106.98;45.85;152.83;2014
198;21410;SIERRA;ANCASH;OCROS;SANTIAGO DE CHILCAS;390;323;67;0.45;52.92;22.68;75.6;2014
199;21501;SIERRA;ANCASH;PALLASCA;CABANA;2749;1833;916;0.45;300.65;128.85;429.5;2014
200;21502;SIERRA;ANCASH;PALLASCA;BOLOGNESI;1318;453;865;0.45;74.31;31.85;106.16;2014
201;21503;SIERRA;ANCASH;PALLASCA;CONCHUCOS;8357;4618;3739;0.45;757.37;324.59;1081.96;2014
202;21504;SIERRA;ANCASH;PALLASCA;HUACASCHUQUE;597;215;382;0.45;35.31;15.13;50.44;2014
203;21505;SIERRA;ANCASH;PALLASCA;HUANDOVAL;1133;702;431;0.45;115.15;49.35;164.5;2014
204;21506;SIERRA;ANCASH;PALLASCA;LACABAMBA;590;340;250;0.45;55.75;23.89;79.65;2014
205;21507;SIERRA;ANCASH;PALLASCA;LLAPO;721;712;9;0.45;116.69;50.01;166.7;2014
206;21508;SIERRA;ANCASH;PALLASCA;PALLASCA;2482;1019;1463;0.45;167.06;71.6;238.66;2014
207;21509;SIERRA;ANCASH;PALLASCA;PAMPAS;8346;4162;4184;0.45;682.5;292.5;975;2014
208;21510;SIERRA;ANCASH;PALLASCA;SANTA ROSA;1075;355;720;0.45;58.25;24.97;83.22;2014
209;21511;SIERRA;ANCASH;PALLASCA;TAUCA;3197;1436;1761;0.45;235.42;100.9;336.32;2014
210;21601;SIERRA;ANCASH;POMABAMBA;POMABAMBA;16187;4872;11315;0.52;924.79;396.34;1321.13;2014
211;21602;SIERRA;ANCASH;POMABAMBA;HUAYLLAN;3690;471;3219;0.45;77.25;33.11;110.36;2014
212;21603;SIERRA;ANCASH;POMABAMBA;PAROBAMBA;7009;933;6076;0.45;152.95;65.55;218.51;2014
213;21604;SIERRA;ANCASH;POMABAMBA;QUINUABAMBA;2436;260;2176;0.45;42.61;18.26;60.87;2014
214;21701;SIERRA;ANCASH;RECUAY;RECUAY;4554;2742;1812;0.45;449.73;192.74;642.47;2014
215;21702;SIERRA;ANCASH;RECUAY;CATAC;4045;2410;1635;0.2;175.96;75.41;251.37;2014
216;21703;SIERRA;ANCASH;RECUAY;COTAPARACO;643;421;222;0.45;69.07;29.6;98.68;2014
217;21704;SIERRA;ANCASH;RECUAY;HUAYLLAPAMPA;1291;765;526;0.45;125.44;53.76;179.2;2014
218;21705;SIERRA;ANCASH;RECUAY;LLACLLIN;1759;897;862;0.45;147.08;63.03;210.11;2014
219;21706;SIERRA;ANCASH;RECUAY;MARCA;995;599;396;0.45;98.31;42.13;140.44;2014
220;21707;SIERRA;ANCASH;RECUAY;PAMPAS CHICO;1988;1012;976;0.45;166.03;71.16;237.19;2014
221;21708;COSTA;ANCASH;RECUAY;PARARIN;1365;399;966;0.46;67.61;28.97;96.58;2014
222;21709;SIERRA;ANCASH;RECUAY;TAPACOCHA;473;281;192;0.45;46.1;19.76;65.85;2014
223;21710;SIERRA;ANCASH;RECUAY;TICAPAMPA;2293;1413;880;0.51;263.01;112.72;375.73;2014
224;21801;COSTA;ANCASH;SANTA;CHIMBOTE;216154;207806;8348;0.38;28803.97;12344.56;41148.53;2014
225;21802;SIERRA;ANCASH;SANTA;CACERES DEL PERU;4932;1142;3790;0.45;187.26;80.26;267.52;2014
226;21803;COSTA;ANCASH;SANTA;COISHCO;15760;15760;0;0.44;2511.17;1076.22;3587.39;2014
227;21804;SIERRA;ANCASH;SANTA;MACATE;3501;289;3212;0.45;47.39;20.31;67.7;2014
228;21805;SIERRA;ANCASH;SANTA;MORO;7573;3309;4264;0.45;542.64;232.56;775.2;2014
