PERIODO,UBIGEO,REG_NAT,DEPARTAMENTO,PROVINCIA,DISTRITO,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN,MTN_QRESIDUOS_MUN,GRS_MTN_AMERICAYCARIBE,GRS_MTN_AMERICADEL NORTE,GRS_MTN_EUROPAYASIACENTRAL,G_ROV
2019,100112,SIERRA,HUANUCO,HUANUCO,YACUS,5200,1801,3399,0.44,287.71,123.31,411,7.8,231,289,392,
2020,100112,SIERRA,HUANUCO,HUANUCO,YACUS,5092,1627,3465,0.44,259.4,111.17,370.6,7.9,231,289,392,
2021,100112,SIERRA,HUANUCO,HUANUCO,YACUS,4965,1466,3499,0.44,235.44,100.9,336.3,8.2,231,289,392,
2015,80108,SIERRA,CUSCO,CUSCO,WANCHAQ,63778,63778,0,0.51,11855.43,5080.9,16936.3,7,231,289,392,
2016,80108,SIERRA,CUSCO,CUSCO,WANCHAQ,64325,64325,0,0.51,11974.1,5131.76,17105.9,7,231,289,392,
2017,80108,SIERRA,CUSCO,CUSCO,WANCHAQ,64840,64840,0,0.5,11833.3,5071.41,16904.7,7.1,231,289,392,
2018,80108,SIERRA,CUSCO,CUSCO,WANCHAQ,61475,61475,0,0.39,8751.02,3750.44,12501.5,7.5,231,289,392,
2019,80108,SIERRA,CUSCO,CUSCO,WANCHAQ,61408,61408,0,0.39,8741.43,3746.33,12487.8,7.8,231,289,392,
2020,80108,SIERRA,CUSCO,CUSCO,WANCHAQ,61364,61364,0,0.39,8735.17,3743.64,12478.8,7.9,231,289,392,
2021,80108,SIERRA,CUSCO,CUSCO,WANCHAQ,61420,61420,0,0.4,8967.32,3843.14,12810.5,8.2,231,289,392,
2015,120609,SELVA,JUNIN,SATIPO,VIZCATAN DEL ENE,3410,0,3410,0.58,0,0,0,7,231,289,392,
2016,120609,SELVA,JUNIN,SATIPO,VIZCATAN DEL ENE,3479,0,3479,0,0,0,0,7,231,289,392,
2017,120609,SELVA,JUNIN,SATIPO,VIZCATAN DEL ENE,3548,0,3548,0.43,0,0,0,7.1,231,289,392,
2018,120609,SELVA,JUNIN,SATIPO,VIZCATAN DEL ENE,5101,556,4545,0.45,91.31,39.13,130.4,7.5,231,289,392,
2019,120609,SELVA,JUNIN,SATIPO,VIZCATAN DEL ENE,5406,583,4823,0.45,95.76,41.04,136.8,7.8,231,289,392,
2020,120609,SELVA,JUNIN,SATIPO,VIZCATAN DEL ENE,5800,614,5186,0.45,100.85,43.22,144.1,7.9,231,289,392,
2021,120609,SELVA,JUNIN,SATIPO,VIZCATAN DEL ENE,6077,626,5451,0.51,117.48,50.35,167.8,8.2,231,289,392,
2014,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,2399,1271,1128,0.46,215.2,92.23,307.4,6.9,231,289,392,
2015,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,2345,1243,1102,0.47,211.35,90.58,301.9,7,231,289,392,
2016,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,2293,1216,1077,0.47,206.83,88.64,295.5,7,231,289,392,
2017,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,2243,1189,1054,0.47,202.24,86.67,288.9,7.1,231,289,392,
2018,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,4379,2131,2248,0.46,357.82,153.35,511.2,7.5,231,289,392,
2019,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,4332,2066,2266,0.5,376.78,161.48,538.3,7.8,231,289,392,
2020,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,4506,2119,2387,0.5,385.33,165.14,550.5,7.9,231,289,392,
2021,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,4713,2189,2524,0.49,390.13,167.2,557.3,8.2,231,289,392,
2015,120306,SELVA,JUNIN,CHANCHAMAYO,VITOC,1866,352,1514,0.58,74.22,31.81,106,7,231,289,392,
2016,120306,SELVA,JUNIN,CHANCHAMAYO,VITOC,1794,339,1455,0.58,71.52,30.65,102.2,7,231,289,392,
2017,120306,SELVA,JUNIN,CHANCHAMAYO,VITOC,1722,325,1397,0.48,57.3,24.56,81.9,7.1,231,289,392,
