,PERIODO,UBIGEO,REG_NAT,DEPARTAMENTO,PROVINCIA,DISTRITO,garbage_3,garbage_value
258,2021,250105,SELVA,UCAYALI,CORONEL PORTILLO,YARINACOCHA,QRESIDUOS_DOM,23077.22
259,2014,40127,SIERRA,AREQUIPA,AREQUIPA,YARABAMBA,QRESIDUOS_DOM,118.14
260,2015,40127,SIERRA,AREQUIPA,AREQUIPA,YARABAMBA,QRESIDUOS_DOM,112.94
261,2016,40127,SIERRA,AREQUIPA,AREQUIPA,YARABAMBA,QRESIDUOS_DOM,113.1
262,2017,40127,SIERRA,AREQUIPA,AREQUIPA,YARABAMBA,QRESIDUOS_DOM,113.26
263,2018,40127,SIERRA,AREQUIPA,AREQUIPA,YARABAMBA,QRESIDUOS_DOM,224.99
264,2019,40127,SIERRA,AREQUIPA,AREQUIPA,YARABAMBA,QRESIDUOS_DOM,221.24
265,2020,40127,SIERRA,AREQUIPA,AREQUIPA,YARABAMBA,QRESIDUOS_DOM,227.87
266,2021,40127,SIERRA,AREQUIPA,AREQUIPA,YARABAMBA,QRESIDUOS_DOM,247.16
267,2014,160511,SELVA,LORETO,REQUENA,YAQUERANA,QRESIDUOS_DOM,182.79
268,2015,160511,SELVA,LORETO,REQUENA,YAQUERANA,QRESIDUOS_DOM,176.86
269,2016,160511,SELVA,LORETO,REQUENA,YAQUERANA,QRESIDUOS_DOM,179.11
270,2017,160511,SELVA,LORETO,REQUENA,YAQUERANA,QRESIDUOS_DOM,181.43
271,2018,160511,SELVA,LORETO,REQUENA,YAQUERANA,QRESIDUOS_DOM,166.11
272,2019,160511,SELVA,LORETO,REQUENA,YAQUERANA,QRESIDUOS_DOM,164.79
273,2020,160511,SELVA,LORETO,REQUENA,YAQUERANA,QRESIDUOS_DOM,159.75
274,2021,160511,SELVA,LORETO,REQUENA,YAQUERANA,QRESIDUOS_DOM,150.51
275,2014,220106,SELVA,SAN MARTIN,MOYOBAMBA,YANTALO,QRESIDUOS_DOM,420.29
276,2015,220106,SELVA,SAN MARTIN,MOYOBAMBA,YANTALO,QRESIDUOS_DOM,406.87
277,2016,220106,SELVA,SAN MARTIN,MOYOBAMBA,YANTALO,QRESIDUOS_DOM,414.13
278,2017,220106,SELVA,SAN MARTIN,MOYOBAMBA,YANTALO,QRESIDUOS_DOM,421.1
279,2018,220106,SELVA,SAN MARTIN,MOYOBAMBA,YANTALO,QRESIDUOS_DOM,449.81
280,2019,220106,SELVA,SAN MARTIN,MOYOBAMBA,YANTALO,QRESIDUOS_DOM,361.19
281,2020,220106,SELVA,SAN MARTIN,MOYOBAMBA,YANTALO,QRESIDUOS_DOM,360.87
282,2021,220106,SELVA,SAN MARTIN,MOYOBAMBA,YANTALO,QRESIDUOS_DOM,361.19
283,2014,40519,SIERRA,AREQUIPA,CAYLLOMA,YANQUE,QRESIDUOS_DOM,302.07
284,2015,40519,SIERRA,AREQUIPA,CAYLLOMA,YANQUE,QRESIDUOS_DOM,284.03
285,2016,40519,SIERRA,AREQUIPA,CAYLLOMA,YANQUE,QRESIDUOS_DOM,280.73
286,2017,40519,SIERRA,AREQUIPA,CAYLLOMA,YANQUE,QRESIDUOS_DOM,277.92
287,2018,40519,SIERRA,AREQUIPA,CAYLLOMA,YANQUE,QRESIDUOS_DOM,289.16
288,2019,40519,SIERRA,AREQUIPA,CAYLLOMA,YANQUE,QRESIDUOS_DOM,276.02
289,2020,40519,SIERRA,AREQUIPA,CAYLLOMA,YANQUE,QRESIDUOS_DOM,272.67
290,2021,40519,SIERRA,AREQUIPA,CAYLLOMA,YANQUE,QRESIDUOS_DOM,282.98
291,2015,80408,SELVA,CUSCO,CALCA,YANATILE,QRESIDUOS_DOM,685.76
292,2016,80408,SELVA,CUSCO,CALCA,YANATILE,QRESIDUOS_DOM,679
293,2017,80408,SELVA,CUSCO,CALCA,YANATILE,QRESIDUOS_DOM,683.52
294,2018,80408,SELVA,CUSCO,CALCA,YANATILE,QRESIDUOS_DOM,569.82
295,2019,80408,SELVA,CUSCO,CALCA,YANATILE,QRESIDUOS_DOM,547.85
296,2020,80408,SELVA,CUSCO,CALCA,YANATILE,QRESIDUOS_DOM,526.32
297,2021,80408,SELVA,CUSCO,CALCA,YANATILE,QRESIDUOS_DOM,509.73
298,2015,100323,SIERRA,HUANUCO,DOS DE MAYO,YANAS,QRESIDUOS_DOM,150.38
299,2016,100323,SIERRA,HUANUCO,DOS DE MAYO,YANAS,QRESIDUOS_DOM,149.35
300,2017,100323,SIERRA,HUANUCO,DOS DE MAYO,YANAS,QRESIDUOS_DOM,148.41
301,2018,100323,SIERRA,HUANUCO,DOS DE MAYO,YANAS,QRESIDUOS_DOM,132.11
302,2019,100323,SIERRA,HUANUCO,DOS DE MAYO,YANAS,QRESIDUOS_DOM,130.04
303,2020,100323,SIERRA,HUANUCO,DOS DE MAYO,YANAS,QRESIDUOS_DOM,122.12
304,2021,100323,SIERRA,HUANUCO,DOS DE MAYO,YANAS,QRESIDUOS_DOM,115.47
305,2014,40608,SIERRA,AREQUIPA,CONDESUYOS,YANAQUIHUA,QRESIDUOS_DOM,105.41
306,2015,40608,SIERRA,AREQUIPA,CONDESUYOS,YANAQUIHUA,QRESIDUOS_DOM,102.05
307,2016,40608,SIERRA,AREQUIPA,CONDESUYOS,YANAQUIHUA,QRESIDUOS_DOM,103.57
308,2017,40608,SIERRA,AREQUIPA,CONDESUYOS,YANAQUIHUA,QRESIDUOS_DOM,105.14
309,2018,40608,SIERRA,AREQUIPA,CONDESUYOS,YANAQUIHUA,QRESIDUOS_DOM,92.23
310,2019,40608,SIERRA,AREQUIPA,CONDESUYOS,YANAQUIHUA,QRESIDUOS_DOM,87.54
311,2020,40608,SIERRA,AREQUIPA,CONDESUYOS,YANAQUIHUA,QRESIDUOS_DOM,82.59
312,2021,40608,SIERRA,AREQUIPA,CONDESUYOS,YANAQUIHUA,QRESIDUOS_DOM,79.02
313,2015,80501,SIERRA,CUSCO,CANAS,YANAOCA,QRESIDUOS_DOM,450.48
314,2016,80501,SIERRA,CUSCO,CANAS,YANAOCA,QRESIDUOS_DOM,471.27
315,2017,80501,SIERRA,CUSCO,CANAS,YANAOCA,QRESIDUOS_DOM,483.61
316,2018,80501,SIERRA,CUSCO,CANAS,YANAOCA,QRESIDUOS_DOM,463.65
317,2019,80501,SIERRA,CUSCO,CANAS,YANAOCA,QRESIDUOS_DOM,665.72
318,2020,80501,SIERRA,CUSCO,CANAS,YANAOCA,QRESIDUOS_DOM,649.1
319,2021,80501,SIERRA,CUSCO,CANAS,YANAOCA,QRESIDUOS_DOM,276.67
320,2014,22008,SIERRA,ANCASH,YUNGAY,YANAMA,QRESIDUOS_DOM,91.49
321,2015,22008,SIERRA,ANCASH,YUNGAY,YANAMA,QRESIDUOS_DOM,86.73
322,2016,22008,SIERRA,ANCASH,YUNGAY,YANAMA,QRESIDUOS_DOM,86.7
323,2017,22008,SIERRA,ANCASH,YUNGAY,YANAMA,QRESIDUOS_DOM,86.55
324,2018,22008,SIERRA,ANCASH,YUNGAY,YANAMA,QRESIDUOS_DOM,69.52
325,2019,22008,SIERRA,ANCASH,YUNGAY,YANAMA,QRESIDUOS_DOM,69.49
326,2020,22008,SIERRA,ANCASH,YUNGAY,YANAMA,QRESIDUOS_DOM,65.69
327,2021,22008,SIERRA,ANCASH,YUNGAY,YANAMA,QRESIDUOS_DOM,62.63
328,2014,211208,SELVA,PUNO,SANDIA,YANAHUAYA,QRESIDUOS_DOM,272.43
329,2015,211208,SELVA,PUNO,SANDIA,YANAHUAYA,QRESIDUOS_DOM,255.61
330,2016,211208,SELVA,PUNO,SANDIA,YANAHUAYA,QRESIDUOS_DOM,252.95
331,2017,211208,SELVA,PUNO,SANDIA,YANAHUAYA,QRESIDUOS_DOM,250.42
332,2018,211208,SELVA,PUNO,SANDIA,YANAHUAYA,QRESIDUOS_DOM,207.35
333,2019,211208,SELVA,PUNO,SANDIA,YANAHUAYA,QRESIDUOS_DOM,202.34
334,2020,211208,SELVA,PUNO,SANDIA,YANAHUAYA,QRESIDUOS_DOM,194.08
335,2021,211208,SELVA,PUNO,SANDIA,YANAHUAYA,QRESIDUOS_DOM,181.1
336,2014,40126,SIERRA,AREQUIPA,AREQUIPA,YANAHUARA,QRESIDUOS_DOM,5008.34
337,2015,40126,SIERRA,AREQUIPA,AREQUIPA,YANAHUARA,QRESIDUOS_DOM,5394.75
338,2016,40126,SIERRA,AREQUIPA,AREQUIPA,YANAHUARA,QRESIDUOS_DOM,5228.39
339,2017,40126,SIERRA,AREQUIPA,AREQUIPA,YANAHUARA,QRESIDUOS_DOM,5370.69
340,2018,40126,SIERRA,AREQUIPA,AREQUIPA,YANAHUARA,QRESIDUOS_DOM,5487.43
341,2019,40126,SIERRA,AREQUIPA,AREQUIPA,YANAHUARA,QRESIDUOS_DOM,5906.2
342,2020,40126,SIERRA,AREQUIPA,AREQUIPA,YANAHUARA,QRESIDUOS_DOM,5963.91
343,2021,40126,SIERRA,AREQUIPA,AREQUIPA,YANAHUARA,QRESIDUOS_DOM,6445.28
344,2014,190201,SIERRA,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,QRESIDUOS_DOM,821.97
345,2015,190201,SIERRA,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,QRESIDUOS_DOM,820.81
346,2016,190201,SIERRA,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,QRESIDUOS_DOM,1084.14
347,2017,190201,SIERRA,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,QRESIDUOS_DOM,1082.57
348,2018,190201,SIERRA,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,QRESIDUOS_DOM,1268.55
349,2019,190201,SIERRA,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,QRESIDUOS_DOM,1285.42
350,2020,190201,SIERRA,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,QRESIDUOS_DOM,1273.89
351,2021,190201,SIERRA,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,QRESIDUOS_DOM,1317.22
352,2014,190113,SIERRA,PASCO,PASCO,YANACANCHA,QRESIDUOS_DOM,3853.56
353,2015,120909,SIERRA,JUNIN,CHUPACA,YANACANCHA,QRESIDUOS_DOM,96.58
354,2015,190113,SIERRA,PASCO,PASCO,YANACANCHA,QRESIDUOS_DOM,4152.81
355,2016,120909,SIERRA,JUNIN,CHUPACA,YANACANCHA,QRESIDUOS_DOM,97.33
356,2016,190113,SIERRA,PASCO,PASCO,YANACANCHA,QRESIDUOS_DOM,4053.54
357,2017,120909,SIERRA,JUNIN,CHUPACA,YANACANCHA,QRESIDUOS_DOM,97.95
358,2017,190113,SIERRA,PASCO,PASCO,YANACANCHA,QRESIDUOS_DOM,4320.29
359,2018,120909,SIERRA,JUNIN,CHUPACA,YANACANCHA,QRESIDUOS_DOM,82.12
360,2018,190113,SIERRA,PASCO,PASCO,YANACANCHA,QRESIDUOS_DOM,4563.95
361,2019,120909,SIERRA,JUNIN,CHUPACA,YANACANCHA,QRESIDUOS_DOM,82.75
362,2019,190113,SIERRA,PASCO,PASCO,YANACANCHA,QRESIDUOS_DOM,3522.8
363,2020,120909,SIERRA,JUNIN,CHUPACA,YANACANCHA,QRESIDUOS_DOM,78.6
364,2020,190113,SIERRA,PASCO,PASCO,YANACANCHA,QRESIDUOS_DOM,3510.88
365,2021,120909,SIERRA,JUNIN,CHUPACA,YANACANCHA,QRESIDUOS_DOM,74.84
366,2021,190113,SIERRA,PASCO,PASCO,YANACANCHA,QRESIDUOS_DOM,3391.29
367,2014,30417,SIERRA,APURIMAC,AYMARAES,YANACA,QRESIDUOS_DOM,108.42
368,2015,30417,SIERRA,APURIMAC,AYMARAES,YANACA,QRESIDUOS_DOM,102.17
369,2016,30417,SIERRA,APURIMAC,AYMARAES,YANACA,QRESIDUOS_DOM,100.92
370,2017,30417,SIERRA,APURIMAC,AYMARAES,YANACA,QRESIDUOS_DOM,99.82
371,2018,30417,SIERRA,APURIMAC,AYMARAES,YANACA,QRESIDUOS_DOM,89.69
372,2019,30417,SIERRA,APURIMAC,AYMARAES,YANACA,QRESIDUOS_DOM,92.02
373,2020,30417,SIERRA,APURIMAC,AYMARAES,YANACA,QRESIDUOS_DOM,88.96
374,2021,30417,SIERRA,APURIMAC,AYMARAES,YANACA,QRESIDUOS_DOM,85.92
375,2014,20906,SIERRA,ANCASH,CORONGO,YANAC,QRESIDUOS_DOM,48.95
376,2015,20906,SIERRA,ANCASH,CORONGO,YANAC,QRESIDUOS_DOM,46.05
377,2016,20906,SIERRA,ANCASH,CORONGO,YANAC,QRESIDUOS_DOM,45.93
378,2017,20906,SIERRA,ANCASH,CORONGO,YANAC,QRESIDUOS_DOM,45.62
379,2018,20906,SIERRA,ANCASH,CORONGO,YANAC,QRESIDUOS_DOM,39.25
380,2019,20906,SIERRA,ANCASH,CORONGO,YANAC,QRESIDUOS_DOM,40.42
381,2020,20906,SIERRA,ANCASH,CORONGO,YANAC,QRESIDUOS_DOM,39.22
382,2021,20906,SIERRA,ANCASH,CORONGO,YANAC,QRESIDUOS_DOM,38.06
383,2014,10707,SIERRA,AMAZONAS,UTCUBAMBA,YAMON,QRESIDUOS_DOM,91.74
384,2015,10707,SIERRA,AMAZONAS,UTCUBAMBA,YAMON,QRESIDUOS_DOM,85.66
385,2016,10707,SIERRA,AMAZONAS,UTCUBAMBA,YAMON,QRESIDUOS_DOM,85.14
386,2017,10707,SIERRA,AMAZONAS,UTCUBAMBA,YAMON,QRESIDUOS_DOM,84.52
387,2018,10707,SIERRA,AMAZONAS,UTCUBAMBA,YAMON,QRESIDUOS_DOM,90.45
388,2019,10707,SIERRA,AMAZONAS,UTCUBAMBA,YAMON,QRESIDUOS_DOM,93.45
389,2020,10707,SIERRA,AMAZONAS,UTCUBAMBA,YAMON,QRESIDUOS_DOM,91.67
390,2021,10707,SIERRA,AMAZONAS,UTCUBAMBA,YAMON,QRESIDUOS_DOM,90.9
391,2014,10312,SELVA,AMAZONAS,BONGARA,YAMBRASBAMBA,QRESIDUOS_DOM,662.93
392,2015,10312,SELVA,AMAZONAS,BONGARA,YAMBRASBAMBA,QRESIDUOS_DOM,560.25
393,2016,10312,SELVA,AMAZONAS,BONGARA,YAMBRASBAMBA,QRESIDUOS_DOM,407.34
394,2017,10312,SELVA,AMAZONAS,BONGARA,YAMBRASBAMBA,QRESIDUOS_DOM,433.44
395,2018,10312,SELVA,AMAZONAS,BONGARA,YAMBRASBAMBA,QRESIDUOS_DOM,450.36
396,2019,10312,SELVA,AMAZONAS,BONGARA,YAMBRASBAMBA,QRESIDUOS_DOM,443.8
397,2020,10312,SELVA,AMAZONAS,BONGARA,YAMBRASBAMBA,QRESIDUOS_DOM,431.07
398,2021,10312,SELVA,AMAZONAS,BONGARA,YAMBRASBAMBA,QRESIDUOS_DOM,182.51
399,2014,200410,COSTA,PIURA,MORROPON,YAMANGO,QRESIDUOS_DOM,263.35
400,2015,200410,COSTA,PIURA,MORROPON,YAMANGO,QRESIDUOS_DOM,261.91
401,2016,200410,COSTA,PIURA,MORROPON,YAMANGO,QRESIDUOS_DOM,262.96
402,2017,200410,COSTA,PIURA,MORROPON,YAMANGO,QRESIDUOS_DOM,263.98
403,2018,200410,COSTA,PIURA,MORROPON,YAMANGO,QRESIDUOS_DOM,333.73
404,2019,200410,COSTA,PIURA,MORROPON,YAMANGO,QRESIDUOS_DOM,346.87
405,2020,200410,COSTA,PIURA,MORROPON,YAMANGO,QRESIDUOS_DOM,328.04
406,2021,200410,COSTA,PIURA,MORROPON,YAMANGO,QRESIDUOS_DOM,307.26
407,2014,160804,SELVA,LORETO,PUTUMAYO,YAGUAS,QRESIDUOS_DOM,0
408,2015,160804,SELVA,LORETO,PUTUMAYO,YAGUAS,QRESIDUOS_DOM,46.05
409,2016,160804,SELVA,LORETO,PUTUMAYO,YAGUAS,QRESIDUOS_DOM,46.41
410,2017,160804,SELVA,LORETO,PUTUMAYO,YAGUAS,QRESIDUOS_DOM,46.84
411,2018,160804,SELVA,LORETO,PUTUMAYO,YAGUAS,QRESIDUOS_DOM,44.42
412,2019,160804,SELVA,LORETO,PUTUMAYO,YAGUAS,QRESIDUOS_DOM,43.47
413,2020,160804,SELVA,LORETO,PUTUMAYO,YAGUAS,QRESIDUOS_DOM,42.33
414,2021,160804,SELVA,LORETO,PUTUMAYO,YAGUAS,QRESIDUOS_DOM,40.16
415,2015,100112,SIERRA,HUANUCO,HUANUCO,YACUS,QRESIDUOS_DOM,360.17
416,2016,100112,SIERRA,HUANUCO,HUANUCO,YACUS,QRESIDUOS_DOM,361.34
417,2017,100112,SIERRA,HUANUCO,HUANUCO,YACUS,QRESIDUOS_DOM,287.82
418,2018,100112,SIERRA,HUANUCO,HUANUCO,YACUS,QRESIDUOS_DOM,309.09
419,2019,100112,SIERRA,HUANUCO,HUANUCO,YACUS,QRESIDUOS_DOM,287.71
420,2020,100112,SIERRA,HUANUCO,HUANUCO,YACUS,QRESIDUOS_DOM,259.4
421,2021,100112,SIERRA,HUANUCO,HUANUCO,YACUS,QRESIDUOS_DOM,235.44
422,2015,80108,SIERRA,CUSCO,CUSCO,WANCHAQ,QRESIDUOS_DOM,11855.43
423,2016,80108,SIERRA,CUSCO,CUSCO,WANCHAQ,QRESIDUOS_DOM,11974.1
424,2017,80108,SIERRA,CUSCO,CUSCO,WANCHAQ,QRESIDUOS_DOM,11833.3
425,2018,80108,SIERRA,CUSCO,CUSCO,WANCHAQ,QRESIDUOS_DOM,8751.02
426,2019,80108,SIERRA,CUSCO,CUSCO,WANCHAQ,QRESIDUOS_DOM,8741.43
427,2020,80108,SIERRA,CUSCO,CUSCO,WANCHAQ,QRESIDUOS_DOM,8735.17
428,2021,80108,SIERRA,CUSCO,CUSCO,WANCHAQ,QRESIDUOS_DOM,8967.32
429,2015,120609,SELVA,JUNIN,SATIPO,VIZCATAN DEL ENE,QRESIDUOS_DOM,0
430,2016,120609,SELVA,JUNIN,SATIPO,VIZCATAN DEL ENE,QRESIDUOS_DOM,0
431,2017,120609,SELVA,JUNIN,SATIPO,VIZCATAN DEL ENE,QRESIDUOS_DOM,0
432,2018,120609,SELVA,JUNIN,SATIPO,VIZCATAN DEL ENE,QRESIDUOS_DOM,91.31
433,2019,120609,SELVA,JUNIN,SATIPO,VIZCATAN DEL ENE,QRESIDUOS_DOM,95.76
434,2020,120609,SELVA,JUNIN,SATIPO,VIZCATAN DEL ENE,QRESIDUOS_DOM,100.85
435,2021,120609,SELVA,JUNIN,SATIPO,VIZCATAN DEL ENE,QRESIDUOS_DOM,117.48
436,2014,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,QRESIDUOS_DOM,215.2
437,2015,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,QRESIDUOS_DOM,211.35
438,2016,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,QRESIDUOS_DOM,206.83
439,2017,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,QRESIDUOS_DOM,202.24
440,2018,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,QRESIDUOS_DOM,357.82
441,2019,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,QRESIDUOS_DOM,376.78
442,2020,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,QRESIDUOS_DOM,385.33
443,2021,40125,COSTA,AREQUIPA,AREQUIPA,VITOR,QRESIDUOS_DOM,390.13
444,2015,120306,SELVA,JUNIN,CHANCHAMAYO,VITOC,QRESIDUOS_DOM,74.22
445,2016,120306,SELVA,JUNIN,CHANCHAMAYO,VITOC,QRESIDUOS_DOM,71.52
446,2017,120306,SELVA,JUNIN,CHANCHAMAYO,VITOC,QRESIDUOS_DOM,57.3
447,2018,120306,SELVA,JUNIN,CHANCHAMAYO,VITOC,QRESIDUOS_DOM,87.83
448,2019,120306,SELVA,JUNIN,CHANCHAMAYO,VITOC,QRESIDUOS_DOM,44.6
449,2020,120306,SELVA,JUNIN,CHANCHAMAYO,VITOC,QRESIDUOS_DOM,42.42
450,2021,120306,SELVA,JUNIN,CHANCHAMAYO,VITOC,QRESIDUOS_DOM,40.24
451,2014,151033,SIERRA,LIMA,YAUYOS,VITIS,QRESIDUOS_DOM,97.1
452,2015,151033,SIERRA,LIMA,YAUYOS,VITIS,QRESIDUOS_DOM,94.29
453,2016,151033,SIERRA,LIMA,YAUYOS,VITIS,QRESIDUOS_DOM,96.23
454,2017,151033,SIERRA,LIMA,YAUYOS,VITIS,QRESIDUOS_DOM,98.11
455,2018,151033,SIERRA,LIMA,YAUYOS,VITIS,QRESIDUOS_DOM,46.68
456,2019,151033,SIERRA,LIMA,YAUYOS,VITIS,QRESIDUOS_DOM,35.13
457,2020,151033,SIERRA,LIMA,YAUYOS,VITIS,QRESIDUOS_DOM,33.47
458,2021,151033,SIERRA,LIMA,YAUYOS,VITIS,QRESIDUOS_DOM,39.99
459,2014,10612,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,QRESIDUOS_DOM,157.63
460,2015,10612,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,QRESIDUOS_DOM,166.8
461,2015,110305,COSTA,ICA,NAZCA,VISTA ALEGRE,QRESIDUOS_DOM,1814.43
462,2016,10612,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,QRESIDUOS_DOM,168.57
463,2016,110305,COSTA,ICA,NAZCA,VISTA ALEGRE,QRESIDUOS_DOM,1376.43
464,2017,10612,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,QRESIDUOS_DOM,170.04
465,2017,110305,COSTA,ICA,NAZCA,VISTA ALEGRE,QRESIDUOS_DOM,2239.18
466,2018,10612,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,QRESIDUOS_DOM,77.67
467,2018,110305,COSTA,ICA,NAZCA,VISTA ALEGRE,QRESIDUOS_DOM,3423.63
468,2019,10612,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,QRESIDUOS_DOM,82
469,2019,110305,COSTA,ICA,NAZCA,VISTA ALEGRE,QRESIDUOS_DOM,3956.16
470,2020,10612,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,QRESIDUOS_DOM,87.39
471,2020,110305,COSTA,ICA,NAZCA,VISTA ALEGRE,QRESIDUOS_DOM,4138.95
472,2021,10612,SELVA,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,QRESIDUOS_DOM,88.39
473,2021,110305,COSTA,ICA,NAZCA,VISTA ALEGRE,QRESIDUOS_DOM,3106.16
474,2014,51108,SIERRA,AYACUCHO,VILCAS HUAMAN,VISCHONGO,QRESIDUOS_DOM,197.79
475,2014,61302,SIERRA,CAJAMARCA,VILCAS HUAMAN,VISCHONGO,QRESIDUOS_DOM,37.2
476,2014,81212,SIERRA,CUSCO,VILCAS HUAMAN,VISCHONGO,QRESIDUOS_DOM,258.89
477,2014,100203,SIERRA,HUANUCO,VILCAS HUAMAN,VISCHONGO,QRESIDUOS_DOM,82.69
478,2014,120120,SIERRA,JUNIN,VILCAS HUAMAN,VISCHONGO,QRESIDUOS_DOM,100.64
479,2014,130110,COSTA,LA LIBERTAD,VILCAS HUAMAN,VISCHONGO,QRESIDUOS_DOM,144.06
480,2014,150108,COSTA,LIMA,VILCAS HUAMAN,VISCHONGO,QRESIDUOS_DOM,56060.2
481,2014,150812,COSTA,LIMA,VILCAS HUAMAN,VISCHONGO,QRESIDUOS_DOM,2736.82
482,2015,51108,SIERRA,AYACUCHO,VILCAS HUAMAN,VISCHONGO,QRESIDUOS_DOM,189.67
483,2016,51108,SIERRA,AYACUCHO,VILCAS HUAMAN,VISCHONGO,QRESIDUOS_DOM,191.37
484,2017,51108,SIERRA,AYACUCHO,VILCAS HUAMAN,VISCHONGO,QRESIDUOS_DOM,193.09
485,2018,51108,SIERRA,AYACUCHO,VILCAS HUAMAN,VISCHONGO,QRESIDUOS_DOM,267.14
486,2019,51108,SIERRA,AYACUCHO,VILCAS HUAMAN,VISCHONGO,QRESIDUOS_DOM,275.73
487,2020,51108,SIERRA,AYACUCHO,VILCAS HUAMAN,VISCHONGO,QRESIDUOS_DOM,268.01
488,2021,51108,SIERRA,AYACUCHO,VILCAS HUAMAN,VISCHONGO,QRESIDUOS_DOM,264.99
489,2014,30713,SIERRA,APURIMAC,GRAU,VIRUNDO,QRESIDUOS_DOM,187.25
490,2015,30713,SIERRA,APURIMAC,GRAU,VIRUNDO,QRESIDUOS_DOM,182.17
491,2016,30713,SIERRA,APURIMAC,GRAU,VIRUNDO,QRESIDUOS_DOM,182.46
492,2017,30713,SIERRA,APURIMAC,GRAU,VIRUNDO,QRESIDUOS_DOM,182.78
493,2018,30713,SIERRA,APURIMAC,GRAU,VIRUNDO,QRESIDUOS_DOM,95.22
494,2019,30713,SIERRA,APURIMAC,GRAU,VIRUNDO,QRESIDUOS_DOM,46.99
495,2020,30713,SIERRA,APURIMAC,GRAU,VIRUNDO,QRESIDUOS_DOM,45.07
496,2021,30713,SIERRA,APURIMAC,GRAU,VIRUNDO,QRESIDUOS_DOM,43
497,2015,131201,COSTA,LA LIBERTAD,VIRU,VIRU,QRESIDUOS_DOM,8905.44
498,2016,131201,COSTA,LA LIBERTAD,VIRU,VIRU,QRESIDUOS_DOM,7400.92
499,2017,131201,COSTA,LA LIBERTAD,VIRU,VIRU,QRESIDUOS_DOM,8537.34
500,2018,131201,COSTA,LA LIBERTAD,VIRU,VIRU,QRESIDUOS_DOM,8156.3
501,2019,131201,COSTA,LA LIBERTAD,VIRU,VIRU,QRESIDUOS_DOM,8378.54
502,2020,131201,COSTA,LA LIBERTAD,VIRU,VIRU,QRESIDUOS_DOM,8424.74
503,2021,131201,COSTA,LA LIBERTAD,VIRU,VIRU,QRESIDUOS_DOM,8394.05
504,2014,40414,SIERRA,AREQUIPA,CASTILLA,VIRACO,QRESIDUOS_DOM,188.97
505,2015,40414,SIERRA,AREQUIPA,CASTILLA,VIRACO,QRESIDUOS_DOM,175.5
506,2016,40414,SIERRA,AREQUIPA,CASTILLA,VIRACO,QRESIDUOS_DOM,171.22
507,2017,40414,SIERRA,AREQUIPA,CASTILLA,VIRACO,QRESIDUOS_DOM,167
508,2018,40414,SIERRA,AREQUIPA,CASTILLA,VIRACO,QRESIDUOS_DOM,175.77
509,2019,40414,SIERRA,AREQUIPA,CASTILLA,VIRACO,QRESIDUOS_DOM,216.01
510,2020,40414,SIERRA,AREQUIPA,CASTILLA,VIRACO,QRESIDUOS_DOM,208.38
511,2021,40414,SIERRA,AREQUIPA,CASTILLA,VIRACO,QRESIDUOS_DOM,201.95
512,2015,120136,SIERRA,JUNIN,HUANCAYO,VIQUES,QRESIDUOS_DOM,306.35
513,2016,120136,SIERRA,JUNIN,HUANCAYO,VIQUES,QRESIDUOS_DOM,307.05
514,2017,120136,SIERRA,JUNIN,HUANCAYO,VIQUES,QRESIDUOS_DOM,307.62
515,2018,120136,SIERRA,JUNIN,HUANCAYO,VIQUES,QRESIDUOS_DOM,422.1
516,2019,120136,SIERRA,JUNIN,HUANCAYO,VIQUES,QRESIDUOS_DOM,264.16
517,2020,120136,SIERRA,JUNIN,HUANCAYO,VIQUES,QRESIDUOS_DOM,270.43
518,2021,120136,SIERRA,JUNIN,HUANCAYO,VIQUES,QRESIDUOS_DOM,511.58
519,2014,151032,SIERRA,LIMA,YAUYOS,VIÑAC,QRESIDUOS_DOM,95.11
520,2015,151032,SIERRA,LIMA,YAUYOS,VIÑAC,QRESIDUOS_DOM,90.75
